1.475044208762794629e+00 9.243213958511510286e-01
-2.204384587465291201e-02 -8.049533386560367987e-01
-1.176715874378599480e+00 -1.808237094325516381e+00
7.722337482413283993e-01 1.008739579512528461e+00
1.232831219865230032e+00 2.318781568613881294e-01
-9.217467310173121930e-01 -8.839094818998620706e-01
1.659568438150787806e+00 -1.441209409274959219e+00
3.338941727027491257e-01 -1.984312344893010227e+00
-1.271430738008358929e+00 -7.919749768692871950e-01
1.336147378506217676e+00 1.203730918120555327e+00
1.471234059610196931e+00 -1.133797373117673812e+00
9.483905741032210290e-01 1.205299250969186220e+00
6.527160701343173166e-01 9.251827298361645635e-01
-1.198020293308683648e-01 -7.992504724548562534e-01
1.261638330265876906e+00 9.142268343888759752e-01
8.789900850648902919e-01 -2.408694148221472986e-01
7.412404787447983701e-01 -1.489414929679385047e+00
7.153439732649073957e-01 -8.650478225296193147e-01
8.023855086728228780e-01 -1.579710258199956474e+00
5.144477147777577475e-01 -8.425913977420881329e-01
1.380518862573496763e+00 1.060837508246414096e+00
4.262656737944487961e-01 7.810899776277829831e-01
7.451739091241732504e-01 7.809628491944068385e-01
7.824232241391813059e-01 1.924631864239670920e+00
7.665772269736187416e-01 -1.708453056563129735e+00
8.260439253369237234e-01 1.078174484551990053e+00
1.185412500640551148e+00 -9.289690974063822271e-01
-1.154506484523561083e+00 -1.838001903164988349e+00
1.400282401715498448e+00 -9.608699124191693031e-01
-8.568281555538601602e-01 -6.955780827622746187e-01
-1.007841055801277363e+00 -9.195359158508884523e-01
1.018502860955074807e+00 -6.160487961336481577e-01
4.478083302857747139e-01 1.026082539630487123e+00
-1.095326746790699746e+00 -1.197424757016725128e+00
2.409794925919894748e-02 -1.329945864864749083e+00
-1.791469198667540841e+00 -6.948103104463974056e-01
-1.199724514631437700e+00 -8.149720560762405697e-01
-1.103451838081985770e+00 -5.599105439596088196e-01
-1.472223127959125133e+00 -1.205024846601274291e+00
3.872822405849160043e-01 1.422181488200773503e+00
2.543712036471972304e-01 1.219695850632268375e+00
1.961471013240192462e+00 1.740257395717212052e+00
1.759997430382886474e+00 -1.402053462919027327e-01
8.659983145243097535e-01 1.401228197898197525e+00
-1.849052909716127235e+00 -8.063597623024683081e-01
1.383331590822542978e+00 -8.218535912638555985e-01
7.649835586495625783e-01 -1.108365735287769382e+00
7.804052390989260068e-01 -9.093307853910893579e-01
1.410792856024897901e+00 -9.973536768503196148e-01
5.934268589777729197e-01 1.368586988341615740e-01
1.385895275606833676e+00 1.411752076981865667e+00
1.432218099429752867e+00 6.289174897967790834e-01
1.121058980492561474e+00 -1.444360128676815513e+00
-6.542306244649067626e-01 -6.526254281719969796e-01
-7.107392511355608011e-01 -8.251727715034129496e-01
-1.770398507222312290e+00 -9.683690028998341859e-01
-9.752525091749546515e-01 -7.530816118595218267e-01
1.460429411890409535e+00 1.159363826471510706e+00
-1.182346772195842721e+00 -9.216480723638180717e-01
5.463508178083789080e-01 1.025972697898069441e+00
5.971867462303160901e-01 -1.559155962160815978e+00
-2.015342233890747181e+00 3.224643067965970999e-02
-1.477972500246388599e+00 -1.172990887849693298e+00
3.601554133978802641e-01 -1.292715602138886366e+00
1.228707803110495433e+00 -1.482306006866864312e+00
1.593908922527832450e-01 -1.444485679047724958e+00
-1.847934526133014899e-01 -5.679738497511760409e-01
6.781907985835546882e-01 -1.117015761122133188e-01
-1.066440288793477853e+00 -1.148895439700864163e+00
1.589389785579825354e+00 9.100375820938245708e-01
-7.394675617736207185e-01 -1.287893984906533174e+00
1.434481743448397628e+00 -8.615640470769360126e-01
